ATM ID,State_Name,ATM_City,Terminal_Location,date,No of Withdrawals,Total Amount Dispensed
ATM1024,Gujarat,Surat,Railway Station,2026-05-20,47,99116
ATM1024,Gujarat,Surat,Railway Station,2026-05-21,33,75000
ATM1024,Gujarat,Surat,Railway Station,2026-05-22,36,107771
ATM1024,Gujarat,Surat,Railway Station,2026-05-23,77,116958
ATM1024,Gujarat,Surat,Railway Station,2026-05-24,51,109817
ATM1024,Gujarat,Surat,Railway Station,2026-05-25,43,105120
ATM1025,Telangana,Warangal,Residential Area,2026-04-16,124,328517
ATM1025,Telangana,Warangal,Residential Area,2026-04-17,164,341207
ATM1025,Telangana,Warangal,Residential Area,2026-04-18,192,413177
ATM1025,Telangana,Warangal,Residential Area,2026-04-19,206,460416
ATM1025,Telangana,Warangal,Residential Area,2026-04-20,126,311914
ATM1025,Telangana,Warangal,Residential Area,2026-04-21,110,328152
ATM1025,Telangana,Warangal,Residential Area,2026-04-22,222,336653
ATM1025,Telangana,Warangal,Residential Area,2026-04-23,135,359341
ATM1025,Telangana,Warangal,Residential Area,2026-04-24,124,353539
ATM1025,Telangana,Warangal,Residential Area,2026-04-25,162,407940
ATM1025,Telangana,Warangal,Residential Area,2026-04-26,166,448455
ATM1025,Telangana,Warangal,Residential Area,2026-04-27,184,348032
ATM1025,Telangana,Warangal,Residential Area,2026-04-28,157,327454
ATM1025,Telangana,Warangal,Residential Area,2026-04-29,146,369794
ATM1025,Telangana,Warangal,Residential Area,2026-04-30,105,313525
ATM1025,Telangana,Warangal,Residential Area,2026-05-01,148,341742
ATM1025,Telangana,Warangal,Residential Area,2026-05-02,193,437428
ATM1025,Telangana,Warangal,Residential Area,2026-05-03,146,413941
ATM1025,Telangana,Warangal,Residential Area,2026-05-04,134,334719
ATM1025,Telangana,Warangal,Residential Area,2026-05-05,174,327994
ATM1025,Telangana,Warangal,Residential Area,2026-05-06,217,340299
ATM1025,Telangana,Warangal,Residential Area,2026-05-07,196,348120
ATM1025,Telangana,Warangal,Residential Area,2026-05-08,113,334784
ATM1025,Telangana,Warangal,Residential Area,2026-05-09,150,426768
ATM1025,Telangana,Warangal,Residential Area,2026-05-10,147,430839
ATM1025,Telangana,Warangal,Residential Area,2026-05-11,119,347324
ATM1025,Telangana,Warangal,Residential Area,2026-05-12,125,326462
ATM1025,Telangana,Warangal,Residential Area,2026-05-13,154,361219
ATM1025,Telangana,Warangal,Residential Area,2026-05-14,138,329576
ATM1025,Telangana,Warangal,Residential Area,2026-05-15,142,323179
ATM1025,Telangana,Warangal,Residential Area,2026-05-16,284,428479
ATM1025,Telangana,Warangal,Residential Area,2026-05-17,289,448437
ATM1025,Telangana,Warangal,Residential Area,2026-05-18,140,337613
ATM1025,Telangana,Warangal,Residential Area,2026-05-19,164,352906
ATM1025,Telangana,Warangal,Residential Area,2026-05-20,206,338472
ATM1025,Telangana,Warangal,Residential Area,2026-05-21,174,371375
ATM1025,Telangana,Warangal,Residential Area,2026-05-22,226,351993
ATM1025,Telangana,Warangal,Residential Area,2026-05-23,177,433616
ATM1025,Telangana,Warangal,Residential Area,2026-05-24,215,415125
ATM1025,Telangana,Warangal,Residential Area,2026-05-25,124,345884
ATM1026,Maharashtra,Pune,Railway Station,2026-04-16,172,421108
ATM1026,Maharashtra,Pune,Railway Station,2026-04-17,140,418225
ATM1026,Maharashtra,Pune,Railway Station,2026-04-18,277,507959
ATM1026,Maharashtra,Pune,Railway Station,2026-04-19,317,504661
ATM1026,Maharashtra,Pune,Railway Station,2026-04-20,146,390992
ATM1026,Maharashtra,Pune,Railway Station,2026-04-21,258,399093
ATM1026,Maharashtra,Pune,Railway Station,2026-04-22,161,432165
ATM1026,Maharashtra,Pune,Railway Station,2026-04-23,176,405302
ATM1026,Maharashtra,Pune,Railway Station,2026-04-24,149,435833
ATM1026,Maharashtra,Pune,Railway Station,2026-04-25,248,500388
ATM1026,Maharashtra,Pune,Railway Station,2026-04-26,190,536716
ATM1026,Maharashtra,Pune,Railway Station,2026-04-27,163,423101
ATM1026,Maharashtra,Pune,Railway Station,2026-04-28,155,397144
ATM1026,Maharashtra,Pune,Railway Station,2026-04-29,267,404665
ATM1026,Maharashtra,Pune,Railway Station,2026-04-30,173,424761
ATM1026,Maharashtra,Pune,Railway Station,2026-05-01,168,424066
ATM1026,Maharashtra,Pune,Railway Station,2026-05-02,212,530755
ATM1026,Maharashtra,Pune,Railway Station,2026-05-03,203,494437
ATM1026,Maharashtra,Pune,Railway Station,2026-05-04,167,419613
ATM1026,Maharashtra,Pune,Railway Station,2026-05-05,178,409445
ATM1026,Maharashtra,Pune,Railway Station,2026-05-06,197,390040
ATM1026,Maharashtra,Pune,Railway Station,2026-05-07,210,389776
ATM1026,Maharashtra,Pune,Railway Station,2026-05-08,162,413408
ATM1026,Maharashtra,Pune,Railway Station,2026-05-09,238,513211
ATM1026,Maharashtra,Pune,Railway Station,2026-05-10,276,491048
ATM1026,Maharashtra,Pune,Railway Station,2026-05-11,244,393110
ATM1026,Maharashtra,Pune,Railway Station,2026-05-12,134,393596
ATM1026,Maharashtra,Pune,Railway Station,2026-05-13,263,439688
ATM1026,Maharashtra,Pune,Railway Station,2026-05-14,141,396055
ATM1026,Maharashtra,Pune,Railway Station,2026-05-15,166,434836
ATM1026,Maharashtra,Pune,Railway Station,2026-05-16,190,535549
ATM1026,Maharashtra,Pune,Railway Station,2026-05-17,284,498508
ATM1026,Maharashtra,Pune,Railway Station,2026-05-18,201,404812
ATM1026,Maharashtra,Pune,Railway Station,2026-05-19,179,392180
ATM1026,Maharashtra,Pune,Railway Station,2026-05-20,248,411824
ATM1026,Maharashtra,Pune,Railway Station,2026-05-21,161,435608
ATM1026,Maharashtra,Pune,Railway Station,2026-05-22,176,429200
ATM1026,Maharashtra,Pune,Railway Station,2026-05-23,197,504549
ATM1026,Maharashtra,Pune,Railway Station,2026-05-24,192,518879
ATM1026,Maharashtra,Pune,Railway Station,2026-05-25,225,422378
ATM1027,Karnataka,Mysore,Airport,2026-04-16,60,162914
ATM1027,Karnataka,Mysore,Airport,2026-04-17,96,180688
ATM1027,Karnataka,Mysore,Airport,2026-04-18,122,213469
ATM1027,Karnataka,Mysore,Airport,2026-04-19,95,262371
ATM1027,Karnataka,Mysore,Airport,2026-04-20,102,197070
ATM1027,Karnataka,Mysore,Airport,2026-04-21,111,188786
ATM1027,Karnataka,Mysore,Airport,2026-04-22,69,186776
ATM1027,Karnataka,Mysore,Airport,2026-04-23,71,189131
ATM1027,Karnataka,Mysore,Airport,2026-04-24,143,218086
ATM1027,Karnataka,Mysore,Airport,2026-04-25,83,245312
ATM1027,Karnataka,Mysore,Airport,2026-04-26,158,260232
ATM1027,Karnataka,Mysore,Airport,2026-04-27,70,183514
ATM1027,Karnataka,Mysore,Airport,2026-04-28,93,180308
ATM1027,Karnataka,Mysore,Airport,2026-04-29,95,223087
ATM1027,Karnataka,Mysore,Airport,2026-04-30,91,185469
ATM1027,Karnataka,Mysore,Airport,2026-05-01,89,200233
ATM1027,Karnataka,Mysore,Airport,2026-05-02,151,230284
ATM1027,Karnataka,Mysore,Airport,2026-05-03,129,271884
ATM1027,Karnataka,Mysore,Airport,2026-05-04,74,188231
ATM1027,Karnataka,Mysore,Airport,2026-05-05,148,223455
ATM1027,Karnataka,Mysore,Airport,2026-05-06,78,198466
ATM1027,Karnataka,Mysore,Airport,2026-05-07,126,204818
ATM1027,Karnataka,Mysore,Airport,2026-05-08,90,225496
ATM1027,Karnataka,Mysore,Airport,2026-05-09,92,251998
ATM1027,Karnataka,Mysore,Airport,2026-05-10,139,251308
ATM1027,Karnataka,Mysore,Airport,2026-05-11,75,200042
ATM1027,Karnataka,Mysore,Airport,2026-05-12,112,186298
ATM1027,Karnataka,Mysore,Airport,2026-05-13,67,192628
ATM1027,Karnataka,Mysore,Airport,2026-05-14,95,218895
ATM1027,Karnataka,Mysore,Airport,2026-05-15,76,187782
ATM1027,Karnataka,Mysore,Airport,2026-05-16,122,261958
ATM1027,Karnataka,Mysore,Airport,2026-05-17,132,251599
ATM1027,Karnataka,Mysore,Airport,2026-05-18,81,209277
ATM1027,Karnataka,Mysore,Airport,2026-05-19,70,203350
ATM1027,Karnataka,Mysore,Airport,2026-05-20,110,212013
ATM1027,Karnataka,Mysore,Airport,2026-05-21,74,183593
ATM1027,Karnataka,Mysore,Airport,2026-05-22,95,212050
ATM1027,Karnataka,Mysore,Airport,2026-05-23,150,240387
ATM1027,Karnataka,Mysore,Airport,2026-05-24,117,244375
ATM1027,Karnataka,Mysore,Airport,2026-05-25,77,182375
ATM1028,Delhi,New Delhi,Residential Area,2026-04-16,81,207803
ATM1028,Delhi,New Delhi,Residential Area,2026-04-17,102,236603
ATM1028,Delhi,New Delhi,Residential Area,2026-04-18,175,328763
ATM1028,Delhi,New Delhi,Residential Area,2026-04-19,128,268348
ATM1028,Delhi,New Delhi,Residential Area,2026-04-20,74,222454
ATM1028,Delhi,New Delhi,Residential Area,2026-04-21,95,231409
ATM1028,Delhi,New Delhi,Residential Area,2026-04-22,91,209849
ATM1028,Delhi,New Delhi,Residential Area,2026-04-23,95,237864
ATM1028,Delhi,New Delhi,Residential Area,2026-04-24,152,232560
ATM1028,Delhi,New Delhi,Residential Area,2026-04-25,90,268851
ATM1028,Delhi,New Delhi,Residential Area,2026-04-26,113,258600
ATM1028,Delhi,New Delhi,Residential Area,2026-04-27,126,234351
ATM1028,Delhi,New Delhi,Residential Area,2026-04-28,137,213362
ATM1028,Delhi,New Delhi,Residential Area,2026-04-29,78,218127
ATM1028,Delhi,New Delhi,Residential Area,2026-04-30,132,231990
ATM1028,Delhi,New Delhi,Residential Area,2026-05-01,90,232840
ATM1028,Delhi,New Delhi,Residential Area,2026-05-02,180,283237
ATM1028,Delhi,New Delhi,Residential Area,2026-05-03,113,242603
ATM1028,Delhi,New Delhi,Residential Area,2026-05-04,87,214265
ATM1028,Delhi,New Delhi,Residential Area,2026-05-05,88,220362
ATM1028,Delhi,New Delhi,Residential Area,2026-05-06,88,225518
ATM1028,Delhi,New Delhi,Residential Area,2026-05-07,76,196332
ATM1028,Delhi,New Delhi,Residential Area,2026-05-08,81,224620
ATM1028,Delhi,New Delhi,Residential Area,2026-05-09,105,292280
ATM1028,Delhi,New Delhi,Residential Area,2026-05-10,165,267194
ATM1028,Delhi,New Delhi,Residential Area,2026-05-11,122,221186
ATM1028,Delhi,New Delhi,Residential Area,2026-05-12,81,221281
ATM1028,Delhi,New Delhi,Residential Area,2026-05-13,134,254714
ATM1028,Delhi,New Delhi,Residential Area,2026-05-14,95,241097
ATM1028,Delhi,New Delhi,Residential Area,2026-05-15,119,222876
ATM1028,Delhi,New Delhi,Residential Area,2026-05-16,140,275094
ATM1028,Delhi,New Delhi,Residential Area,2026-05-17,164,310377
ATM1028,Delhi,New Delhi,Residential Area,2026-05-18,114,247526
ATM1028,Delhi,New Delhi,Residential Area,2026-05-19,110,217952
ATM1028,Delhi,New Delhi,Residential Area,2026-05-20,83,231446
ATM1028,Delhi,New Delhi,Residential Area,2026-05-21,88,204798
ATM1028,Delhi,New Delhi,Residential Area,2026-05-22,87,240863
ATM1028,Delhi,New Delhi,Residential Area,2026-05-23,167,280336
ATM1028,Delhi,New Delhi,Residential Area,2026-05-24,119,273835
ATM1028,Delhi,New Delhi,Residential Area,2026-05-25,75,217521
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-16,87,153090
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-17,57,139650
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-18,60,169822
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-19,124,187304
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-20,60,139157
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-21,53,139294
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-22,72,151544
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-23,60,150480
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-24,48,126225
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-25,70,185802
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-26,103,176733
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-27,66,142396
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-28,61,132691
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-29,52,153687
ATM1029,Telangana,Hyderabad,Residential Area,2026-04-30,63,132219
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-01,53,157982
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-02,69,165684
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-03,67,171166
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-04,52,112463
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-05,79,140867
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-06,63,128086
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-07,73,157550
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-08,51,124446
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-09,54,161489
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-10,74,173303
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-11,62,162133
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-12,88,134828
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-13,70,137975
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-14,90,174858
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-15,46,136700
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-16,101,170149
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-17,71,192460
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-18,57,145322
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-19,80,151852
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-20,59,143992
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-21,45,101162
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-22,70,169770
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-23,62,152945
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-24,90,176940
ATM1029,Telangana,Hyderabad,Residential Area,2026-05-25,97,152777
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-16,56,110212
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-17,88,149948
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-18,91,166872
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-19,99,163832
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-20,75,135451
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-21,72,125601
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-22,69,142270
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-23,70,134818
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-24,54,111349
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-25,108,169839
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-26,109,170634
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-27,72,144154
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-28,42,121414
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-29,59,144289
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-04-30,47,125920
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-01,70,125334
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-02,69,155196
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-03,85,150080
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-04,58,147816
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-05,51,121228
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-06,52,129748
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-07,102,156835
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-08,42,125332
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-09,64,151919
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-10,67,169724
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-11,58,99222
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-12,50,116464
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-13,60,102950
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-14,65,121622
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-15,36,107033
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-16,70,166075
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-17,84,157825
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-18,48,133255
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-19,61,115352
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-20,91,138276
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-21,48,132544
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-22,46,107590
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-23,62,174089
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-24,91,157919
ATM1030,Andhra Pradesh,Visakhapatnam,Shopping Mall,2026-05-25,51,110811
ATM1031,Kerala,Trivandrum,Hospital,2026-04-16,120,246991
ATM1031,Kerala,Trivandrum,Hospital,2026-04-17,158,256168
ATM1031,Kerala,Trivandrum,Hospital,2026-04-18,165,265777
ATM1031,Kerala,Trivandrum,Hospital,2026-04-19,115,292735
ATM1031,Kerala,Trivandrum,Hospital,2026-04-20,76,216032
ATM1031,Kerala,Trivandrum,Hospital,2026-04-21,114,222281
ATM1031,Kerala,Trivandrum,Hospital,2026-04-22,141,223497
ATM1031,Kerala,Trivandrum,Hospital,2026-04-23,128,226357
ATM1031,Kerala,Trivandrum,Hospital,2026-04-24,132,232420
ATM1031,Kerala,Trivandrum,Hospital,2026-04-25,102,266250
ATM1031,Kerala,Trivandrum,Hospital,2026-04-26,172,285256
ATM1031,Kerala,Trivandrum,Hospital,2026-04-27,154,250072
ATM1031,Kerala,Trivandrum,Hospital,2026-04-28,120,240973
ATM1031,Kerala,Trivandrum,Hospital,2026-04-29,149,224100
ATM1031,Kerala,Trivandrum,Hospital,2026-04-30,81,231851
ATM1031,Kerala,Trivandrum,Hospital,2026-05-01,143,228346
ATM1031,Kerala,Trivandrum,Hospital,2026-05-02,97,289658
ATM1031,Kerala,Trivandrum,Hospital,2026-05-03,161,288036
ATM1031,Kerala,Trivandrum,Hospital,2026-05-04,77,227204
ATM1031,Kerala,Trivandrum,Hospital,2026-05-05,115,253503
ATM1031,Kerala,Trivandrum,Hospital,2026-05-06,76,228327
ATM1031,Kerala,Trivandrum,Hospital,2026-05-07,86,199523
ATM1031,Kerala,Trivandrum,Hospital,2026-05-08,92,233716
ATM1031,Kerala,Trivandrum,Hospital,2026-05-09,121,283083
ATM1031,Kerala,Trivandrum,Hospital,2026-05-10,112,304241
ATM1031,Kerala,Trivandrum,Hospital,2026-05-11,81,213987
ATM1031,Kerala,Trivandrum,Hospital,2026-05-12,87,254403
ATM1031,Kerala,Trivandrum,Hospital,2026-05-13,120,218078
ATM1031,Kerala,Trivandrum,Hospital,2026-05-14,126,220426
ATM1031,Kerala,Trivandrum,Hospital,2026-05-15,116,261549
ATM1031,Kerala,Trivandrum,Hospital,2026-05-16,141,291023
ATM1031,Kerala,Trivandrum,Hospital,2026-05-17,138,300399
ATM1031,Kerala,Trivandrum,Hospital,2026-05-18,98,236600
ATM1031,Kerala,Trivandrum,Hospital,2026-05-19,113,225342
ATM1031,Kerala,Trivandrum,Hospital,2026-05-20,94,236991
ATM1031,Kerala,Trivandrum,Hospital,2026-05-21,82,227657
ATM1031,Kerala,Trivandrum,Hospital,2026-05-22,98,240532
ATM1031,Kerala,Trivandrum,Hospital,2026-05-23,162,284414
ATM1031,Kerala,Trivandrum,Hospital,2026-05-24,142,253722
ATM1031,Kerala,Trivandrum,Hospital,2026-05-25,80,227175
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-16,286,459078
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-17,250,459021
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-18,199,568897
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-19,203,536764
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-20,193,442979
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-21,231,441856
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-22,200,466773
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-23,167,432397
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-24,221,457317
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-25,203,590207
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-26,254,542181
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-27,172,443417
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-28,241,463192
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-29,274,429886
ATM1032,Gujarat,Ahmedabad,Market Area,2026-04-30,170,435338
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-01,260,454462
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-02,277,573583
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-03,258,527549
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-04,155,446016
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-05,179,428644
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-06,154,452589
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-07,190,473352
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-08,261,432484
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-09,305,535619
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-10,229,565385
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-11,151,435319
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-12,179,462287
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-13,274,441780
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-14,219,413964
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-15,228,438448
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-16,204,541913
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-17,310,541887
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-18,198,451652
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-19,190,434471
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-20,148,440044
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-21,263,435620
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-22,280,464063
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-23,318,564143
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-24,280,576016
ATM1032,Gujarat,Ahmedabad,Market Area,2026-05-25,254,437236
ATM1033,Telangana,Warangal,Railway Station,2026-04-16,144,396030
ATM1033,Telangana,Warangal,Railway Station,2026-04-17,225,391030
ATM1033,Telangana,Warangal,Railway Station,2026-04-18,170,486503
ATM1033,Telangana,Warangal,Railway Station,2026-04-19,194,473685
ATM1033,Telangana,Warangal,Railway Station,2026-04-20,169,387974
ATM1033,Telangana,Warangal,Railway Station,2026-04-21,208,396782
ATM1033,Telangana,Warangal,Railway Station,2026-04-22,142,393764
ATM1033,Telangana,Warangal,Railway Station,2026-04-23,194,374652
ATM1033,Telangana,Warangal,Railway Station,2026-04-24,138,359147
ATM1033,Telangana,Warangal,Railway Station,2026-04-25,182,502922
ATM1033,Telangana,Warangal,Railway Station,2026-04-26,242,488108
ATM1033,Telangana,Warangal,Railway Station,2026-04-27,241,380894
ATM1033,Telangana,Warangal,Railway Station,2026-04-28,236,372239
ATM1033,Telangana,Warangal,Railway Station,2026-04-29,147,396678
ATM1033,Telangana,Warangal,Railway Station,2026-04-30,216,372621
ATM1033,Telangana,Warangal,Railway Station,2026-05-01,148,411177
ATM1033,Telangana,Warangal,Railway Station,2026-05-02,269,469522
ATM1033,Telangana,Warangal,Railway Station,2026-05-03,173,456043
ATM1033,Telangana,Warangal,Railway Station,2026-05-04,152,373992
ATM1033,Telangana,Warangal,Railway Station,2026-05-05,128,380739
ATM1033,Telangana,Warangal,Railway Station,2026-05-06,160,421226
ATM1033,Telangana,Warangal,Railway Station,2026-05-07,253,381114
ATM1033,Telangana,Warangal,Railway Station,2026-05-08,168,375675
ATM1033,Telangana,Warangal,Railway Station,2026-05-09,181,489190
ATM1033,Telangana,Warangal,Railway Station,2026-05-10,196,506297
ATM1033,Telangana,Warangal,Railway Station,2026-05-11,204,380748
ATM1033,Telangana,Warangal,Railway Station,2026-05-12,133,398774
ATM1033,Telangana,Warangal,Railway Station,2026-05-13,159,395036
ATM1033,Telangana,Warangal,Railway Station,2026-05-14,174,362862
ATM1033,Telangana,Warangal,Railway Station,2026-05-15,202,403254
ATM1033,Telangana,Warangal,Railway Station,2026-05-16,212,465189
ATM1033,Telangana,Warangal,Railway Station,2026-05-17,168,463965
ATM1033,Telangana,Warangal,Railway Station,2026-05-18,136,375777
ATM1033,Telangana,Warangal,Railway Station,2026-05-19,194,372393
ATM1033,Telangana,Warangal,Railway Station,2026-05-20,139,375683
ATM1033,Telangana,Warangal,Railway Station,2026-05-21,219,385954
ATM1033,Telangana,Warangal,Railway Station,2026-05-22,193,387471
ATM1033,Telangana,Warangal,Railway Station,2026-05-23,264,497630
ATM1033,Telangana,Warangal,Railway Station,2026-05-24,214,505845
ATM1033,Telangana,Warangal,Railway Station,2026-05-25,209,377289
ATM1034,Delhi,New Delhi,College Campus,2026-04-16,35,75003
ATM1034,Delhi,New Delhi,College Campus,2026-04-17,25,75432
ATM1034,Delhi,New Delhi,College Campus,2026-04-18,48,76746
ATM1034,Delhi,New Delhi,College Campus,2026-04-19,17,40987
ATM1034,Delhi,New Delhi,College Campus,2026-04-20,16,44411
ATM1034,Delhi,New Delhi,College Campus,2026-04-21,24,58220
ATM1034,Delhi,New Delhi,College Campus,2026-04-22,4,13752
ATM1034,Delhi,New Delhi,College Campus,2026-04-23,27,49198
ATM1034,Delhi,New Delhi,College Campus,2026-04-24,36,55706
ATM1034,Delhi,New Delhi,College Campus,2026-04-25,31,68273
ATM1034,Delhi,New Delhi,College Campus,2026-04-26,22,60348
ATM1034,Delhi,New Delhi,College Campus,2026-04-27,22,67644
ATM1034,Delhi,New Delhi,College Campus,2026-04-28,13,37875
ATM1034,Delhi,New Delhi,College Campus,2026-04-29,20,47993
ATM1034,Delhi,New Delhi,College Campus,2026-04-30,21,60288
ATM1034,Delhi,New Delhi,College Campus,2026-05-01,21,49107
ATM1034,Delhi,New Delhi,College Campus,2026-05-02,40,73320
ATM1034,Delhi,New Delhi,College Campus,2026-05-03,19,54832
ATM1034,Delhi,New Delhi,College Campus,2026-05-04,24,44383
ATM1034,Delhi,New Delhi,College Campus,2026-05-05,13,31777
ATM1034,Delhi,New Delhi,College Campus,2026-05-06,15,38111
ATM1034,Delhi,New Delhi,College Campus,2026-05-07,26,44134
ATM1034,Delhi,New Delhi,College Campus,2026-05-08,33,52390
